CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
,,,Jayangar East,560069,BO,Delivery,Bangalore,KARNATAKA,12.9301527,77.5877188
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Peddakotla B.O,515631,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.5689,77.85624
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Obulareddipalli B.O,515581,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.2488,78.2588
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gurrambailu B.O,515571,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.9226755,78.2011756
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Hallikera Devarahalli B.O,515311,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.805102,77.043902
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Tammadehalli B.O,515281,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.128106,76.980106
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Bussaiahgaripalli B.O,515241,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.96,77.68
Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Kavuluru BO,534176,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.6286,80.5841
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kathrang BO,813105,BO,Delivery,BANKA,BIHAR,84.527,24.239
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kasri BO,813203,BO,Delivery,BHAGALPUR,BIHAR,87.2628853,25.2987632
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Akidatpur BO,853202,BO,Delivery,BHAGALPUR,BIHAR,25.366,84.258
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Barani BO,813222,BO,Delivery,BHAGALPUR,BIHAR,24.623,84.714
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Baluachak BO,812005,BO,Delivery,BHAGALPUR,BIHAR,25.369,86.369
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Bharakhand Naybas BO,853203,BO,Delivery,BHAGALPUR,BIHAR,25.4067,6.8052
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Dariapur BO,812006,BO,Delivery,BHAGALPUR,BIHAR,24.222,86.365
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Bhowadeorhi BO,853204,BO,Delivery,MADHEPURA,BIHAR,25.2153,86.9362
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Amapali BO,813209,BO,Delivery,BHAGALPUR,BIHAR,25.3285,87.5132
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Palavalasa B.O,530052,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.89,83.34
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Sreedharghatta B.O,515871,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.95,76.41
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,N.Thimmapuram B.O,515842,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.67,77.41
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Dosaludiki B.O,515803,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.68,77.61
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Ayyavaripalli B.O,515775,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.03,77.46
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Chinnavadugur B.O,515405,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.02,77.67
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Muradi B.O,515865,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.85,76.86
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Appecharla B.O,515455,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.93,77.58
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Chittur B.O,515611,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.32,77.19
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Avuladatla B.O,515867,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.15,75.81
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Rayampalli B.O,515812,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.4,77.53
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Gadehothur B.O,515832,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.49,77.22
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Bollanaguddem B.O,515870,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,15.05,77.17
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Ramavaram B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.86,83.24
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Bhandevupuram B.O,531219,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.99,83.29
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Suktia BO,853205,BO,Delivery,BHAGALPUR,BIHAR,24.306,86.035
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Bahadurpur BO,813210,BO,Delivery,BHAGALPUR,BIHAR,25.302,87.201
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Bakchappar BO,813108,BO,Delivery,BHAGALPUR,BIHAR,24.8832,86.9267
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Dumaria BO,813212,BO,Delivery,BANKA,BIHAR,86.123,22.154
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Polepalli B.O,515101,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.23,77.63
Telangana Circle,Hyderabad Region,Nizamabad Division,Arsapalli B.O,503186,BO,Delivery,NIZAMABAD,TELANGANA,18.6845544,78.0773742
Telangana Circle,Hyderabad Region,Nizamabad Division,Camp Ootpalli B.O,503180,BO,Delivery,NIZAMABAD,TELANGANA,18.5329923,77.618717
Telangana Circle,Hyderabad Region,Nizamabad Division,Singitham B.O,503187,BO,Delivery,KAMAREDDY,TELANGANA,18.3096558,77.9466324
Telangana Circle,Hyderabad Region,Nizamabad Division,Mahmadpur B.O,503101,BO,Delivery,KAMAREDDY,TELANGANA,18.2108201,78.4853495
Telangana Circle,Hyderabad Region,Nizamabad Division,Malkapur B.O,503125,BO,Delivery,KAMAREDDY,TELANGANA,18.2127127,78.549741
Telangana Circle,Hyderabad Region,Nizamabad Division,Ugrawai B.O,503112,BO,Delivery,KAMAREDDY,TELANGANA,18.3258076,78.390802
Rajasthan Circle,Jodhpur Region,Barmer Division,Akal B.O,344704,BO,Delivery,BARMER,RAJASTHAN,24.98773,71.32367
Rajasthan Circle,Jodhpur Region,Barmer Division,Daukiyon ka Tala B.O,344032,BO,Delivery,BARMER,RAJASTHAN,26.105107,72.175883
Rajasthan Circle,Jodhpur Region,Jodhpur Division,NDC Jodhpur,342002,PO,Delivery,JODHPUR,RAJASTHAN,26.243,73.021
Rajasthan Circle,Jodhpur Region,Barmer Division,Pandarwali B.O,344706,BO,Delivery,BARMER,RAJASTHAN,24.803237,71.218754
Telangana Circle,Hyderabad Region,Nizamabad Division,Polkampet B.O,503124,BO,Delivery,KAMAREDDY,TELANGANA,18.1745669,78.1611606
Telangana Circle,Hyderabad Region,Nizamabad Division,Dongli B.O,503309,BO,Delivery,KAMAREDDY,TELANGANA,18.5170016,77.7086999
Telangana Circle,Hyderabad Region,Nizamabad Division,Tandur B.O,503108,BO,Delivery,KAMAREDDY,TELANGANA,18.1057875,78.0782538
Telangana Circle,Hyderabad Region,Nizamabad Division,Hasanpalli B.O,503302,BO,Delivery,KAMAREDDY,TELANGANA,18.2258833,77.967685
Telangana Circle,Hyderabad Region,Nizamabad Division,JALALPUR B.O,503201,BO,Delivery,NIZAMABAD,TELANGANA,18.508287,77.970239
Telangana Circle,Hyderabad Region,Nizamabad Division,Hasgal B.O,503306,BO,Delivery,KAMAREDDY,TELANGANA,18.4344583,77.7564916
Telangana Circle,Hyderabad Region,Nizamabad Division,Amberipet B.O,503123,BO,Delivery,KAMAREDDY,TELANGANA,18.2673626,78.4995897
Telangana Circle,Hyderabad Region,Nizamabad Division,Lingupalli B.O,503102,BO,Delivery,KAMAREDDY,TELANGANA,18.41245,78.689513
Andhra Pradesh Circle,Kurnool Region,Cuddapah Division,Pincha Dam Site B.O,516129,BO,Delivery,Y.S.R.,ANDHRA PRADESH,13.9,79
Andhra Pradesh Circle,Kurnool Region,Cuddapah Division,Jyothi B.O,516237,BO,Delivery,Y.S.R.,ANDHRA PRADESH,14.49,78.91
Andhra Pradesh Circle,Kurnool Region,Cuddapah Division,Gundlapalli B.O,516130,BO,Delivery,Y.S.R.,ANDHRA PRADESH,13.91,78.94
Andhra Pradesh Circle,Kurnool Region,Cuddapah Division,Pothapi B.O,516151,BO,Delivery,Y.S.R.,ANDHRA PRADESH,14.3394519,79.2368327
Punjab Circle,NA,Patiala Division,SWAI SINGH WALA B.O,147111,BO,Delivery,PATIALA,PUNJAB,30.2204,76.4964
Assam Circle,DivReportingCircle,Cachar Division,Gharmura Bazar B.O,788162,BO,Delivery,HAILAKANDI,ASSAM,24.55,92.59
Assam Circle,DivReportingCircle,Cachar Division,Algapur PT V B.O,788150,BO,Delivery,HAILAKANDI,ASSAM,24.76,92.59
Assam Circle,DivReportingCircle,Cachar Division,Narainpur North B.O,788801,BO,Delivery,HAILAKANDI,ASSAM,28.61,80.08
Assam Circle,DivReportingCircle,Cachar Division,Alexanderpur B.O,788161,BO,Delivery,HAILAKANDI,ASSAM,24.45,92.55
Assam Circle,DivReportingCircle,Cachar Division,Ratakandi B.O,788152,BO,Delivery,HAILAKANDI,ASSAM,24.08,92.15
Assam Circle,DivReportingCircle,Cachar Division,Boalipar Bazar B.O,788155,BO,Delivery,HAILAKANDI,ASSAM,24.68,92.56
Uttar Pradesh Circle,Kanpur Region,Kanpur HO Division,NDC Kanpur,208001,PO,Non Delivery,KANPUR NAGAR,UTTAR PRADESH,NA,NA
Telangana Circle,Hyderabad Region,Nizamabad Division,Kodapkal Kalan B.O,503310,BO,Delivery,KAMAREDDY,TELANGANA,18.2892081,77.7583006
Telangana Circle,Hyderabad Region,Nizamabad Division,Gundaram B.O,503110,BO,Delivery,KAMAREDDY,TELANGANA,18.171855,78.25187
Telangana Circle,Hyderabad Region,Nizamabad Division,Kalwaral B.O,503145,BO,Delivery,KAMAREDDY,TELANGANA,18.44509,78.240281
Telangana Circle,Hyderabad Region,Nizamabad Division,Endriyal B.O,503120,BO,Delivery,KAMAREDDY,TELANGANA,18.2792248,78.2341277
Telangana Circle,Hyderabad Region,Nizamabad Division,Boregaon B.O,503235,BO,Delivery,NIZAMABAD,TELANGANA,18.7618413,77.9210267
Telangana Circle,Hyderabad Region,Nizamabad Division,Kistapur B.O,503321,BO,Delivery,KAMAREDDY,TELANGANA,18.4491407,77.8153681
Telangana Circle,Hyderabad Region,Nizamabad Division,Sangam B.O,503185,BO,Delivery,NIZAMABAD,TELANGANA,18.6010736,77.9141242
Telangana Circle,Hyderabad Region,Nizamabad Division,Bardipur B.O,503230,BO,Delivery,NIZAMABAD,TELANGANA,18.647018,78.133392
Telangana Circle,Hyderabad Region,Nizamabad Division,Mahabub Farm B.O,503202,BO,Delivery,NIZAMABAD,TELANGANA,18.6937116,78.052145
Telangana Circle,Hyderabad Region,Nizamabad Division,Ashok Farm B.O,503246,BO,Delivery,NIZAMABAD,TELANGANA,18.8111298,78.0629922
Telangana Circle,Hyderabad Region,Nizamabad Division,Kolas  B.O,503305,BO,Delivery,KAMAREDDY,TELANGANA,18.33335,77.6983916
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,NDC Gorakhpur,273001,PO,Non Delivery,GORAKHPUR,UTTAR PRADESH,26.7606,83.3732
Telangana Circle,Hyderabad Region,Peddapalli Division,Gollapalli B.O,505186,BO,Delivery,PEDDAPALLI,TELANGANA,18.4676183,79.2467683
Telangana Circle,Hyderabad Region,Peddapalli Division,Gangaram B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,18.463131,79.5066198
Telangana Circle,Hyderabad Region,Peddapalli Division,Moolasala B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,18.5451295,79.4288607
Telangana Circle,Hyderabad Region,Peddapalli Division,Madaka B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,18.4244906,79.4309151
Telangana Circle,Hyderabad Region,Peddapalli Division,Kukkalagudur B.O,505514,BO,Delivery,PEDDAPALLI,TELANGANA,18.7727901,79.3054696
Telangana Circle,Hyderabad Region,Peddapalli Division,Dongathurthi B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,18.6941516,79.2989033
Telangana Circle,Hyderabad Region,Peddapalli Division,Lakkaram B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,18.5670611,79.5783635
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.5838484,79.2742354
Telangana Circle,Hyderabad Region,Peddapalli Division,Sundilla B.O,505209,BO,Delivery,PEDDAPALLI,TELANGANA,18.7689283,79.5234681
Telangana Circle,Hyderabad Region,Peddapalli Division,Julapalli B.O,505188,BO,Delivery,PEDDAPALLI,TELANGANA,18.6673368,79.514244
Telangana Circle,Hyderabad Region,Peddapalli Division,Mallial B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,18.2584516,79.5357133
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanikulagidda B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,18.1982602,79.4410683
Andhra Pradesh Circle,Vijayawada Region,Gudur Division,VIKRAMASIMHAPURI UNIVERSITY SO,524324,PO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Yadgarpalli B.O,501301,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Korremal B.O,500088,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Pochampally B.O,500100,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,CMR College  B.O,501401,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Porur B.O,501102,BO,Delivery,VIKARABAD,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Aliabad B.O,500101,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,BITS B.O,500078,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,Toolkalan B.O,501509,BO,Delivery,RANGA REDDY,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Dindigul B.O,500043,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Secunderabad Division,Jawahar Nagar B.O,500087,BO,Non Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,Munaganur S.O,501505,PO,Non Delivery,RANGA REDDY,TELANGANA,17.301362,78.60885
Telangana Circle,Hyderabad City Region,Secunderabad Division,Gajularamaram B.O,500055,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,RANGA BO,813207,BO,Delivery,BANKA,BIHAR,24.9325,86.6762
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Pair BO,813110,BO,Delivery,BANKA,BIHAR,87.0948,24.85533
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Chandadih BO,813109,BO,Delivery,BANKA,BIHAR,24.207,86.259
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Morma BO,813107,BO,Delivery,BANKA,BIHAR,24.201,86.248
Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Belarimilki BO,813211,BO,Delivery,BANKA,BIHAR,25.0598,86.8389
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Chittapuram B.O,522658,BO,Delivery,GUNTUR,ANDHRA PRADESH,16.2061,79.802
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Mellavagu B.O,522614,BO,Delivery,GUNTUR,ANDHRA PRADESH,16.3455,79.7379
Rajasthan Circle,Jodhpur Region,Barmer Division,Kerawa B.O,344011,BO,Delivery,BARMER,RAJASTHAN,25.89007,71.150607
Rajasthan Circle,Jodhpur Region,Jodhpur Division,Paldi Khichiyan,342304,BO,Delivery,JODHPUR,RAJASTHAN,26.405837,73.010046
Punjab Circle,Punjab West Region,Faridkot Division,Smalsar S.O,142049,PO,Delivery,MOGA,PUNJAB,30.6389875,74.9985706
Telangana Circle,Hyderabad Region,Nizamabad Division,Jillapalli B.O,503207,BO,Delivery,NIZAMABAD,TELANGANA,18.5509461,77.7873264
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Papraur BO,851210,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Maheswara BO,851127,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Gollavanitippa B.O,534239,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.467452,81.509242
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Doddanapudi B.O,534237,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.526313,81.396005
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Panjavemavaram B.O,534247,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.577316,81.645632
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Annavaram B.O,534202,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.545316,81.513696
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Dusanapudi B.O,534243,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.515402,81.595626
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kalisipudi B.O,534199,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.579162,81.430645
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Sonihar BO,848201,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Uradallapalem LWE B.O,534134,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.7,81.59
Telangana Circle,Hyderabad City Region,Sangareddy Division,Pulkal B.O,502293,BO,Delivery,SANGAREDDY,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Sangareddy Division,IIT HYDERABAD SO,502284,PO,Delivery,SANGAREDDY,TELANGANA,17.59,78.12
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Gaura BO,851113,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Chamtha BO,851111,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Nonpur BO,851112,BO,Delivery,BEGUSARAI,BIHAR,25.5000532,86.0402129
Telangana Circle,Hyderabad Region,Nizamabad Division,Ankole B.O,503301,BO,Delivery,KAMAREDDY,TELANGANA,18.4539589,77.877045
Telangana Circle,Hyderabad Region,Nizamabad Division,Govur B.O,503206,BO,Delivery,NIZAMABAD,TELANGANA,18.5981949,77.94845
Telangana Circle,Hyderabad Region,Nizamabad Division,Lakshmikisan Farm B.O,503245,BO,Delivery,NIZAMABAD,TELANGANA,18.7942533,77.9778283
Karnataka Circle,North Karnataka Region,Bidar Division,MANHALLI  S.O,585447,PO,Delivery,BIDAR,KARNATAKA,17.8155,76.7971
Karnataka Circle,North Karnataka Region,Bidar Division,Aliabad B.O,585404,BO,Delivery,BIDAR,KARNATAKA,17.6258,78.5955
Punjab Circle,Punjab West Region,Faridkot Division,Golewala S.O,151214,PO,Delivery,FARIDKOT,PUNJAB,30.790411,74.699154
Telangana Circle,Hyderabad Region,Nizamabad Division,Gurjal B.O,503114,BO,Delivery,KAMAREDDY,TELANGANA,18.35771,78.1409383
Telangana Circle,Hyderabad Region,Nizamabad Division,Gidda B.O,503144,BO,Delivery,KAMAREDDY,TELANGANA,18.4168236,78.4215379
Telangana Circle,Hyderabad Region,Nizamabad Division,Kalyani B.O,503122,BO,Delivery,KAMAREDDY,TELANGANA,18.2231027,78.0036348
Telangana Circle,Hyderabad Region,Khammam Division,Motamarri B.O,507204,BO,Delivery,KHAMMAM,TELANGANA,16.9638551,80.3254796
Telangana Circle,Hyderabad Region,Khammam Division,Buddavaram B.O,507169,BO,Delivery,KHAMMAM,TELANGANA,17.02024,80.07173
Telangana Circle,Hyderabad Region,Khammam Division,Jagannadhapuram B.O,507208,BO,Delivery,KHAMMAM,TELANGANA,17.1246942,80.2084123
Telangana Circle,Hyderabad Region,Khammam Division,Gopalapuram B.O,507002,BO,Delivery,KHAMMAM,TELANGANA,17.48585,80.14456
Telangana Circle,Hyderabad Region,Khammam Division,Buradaraghavapur B.O,507168,BO,Delivery,KHAMMAM,TELANGANA,17.3309909,80.4402834
Telangana Circle,Hyderabad Region,Khammam Division,Gudimalla B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.1937525,80.1421515
Telangana Circle,Hyderabad Region,Khammam Division,Chirumarri B.O,507158,BO,Delivery,KHAMMAM,TELANGANA,17.1498471,80.066055
Telangana Circle,Hyderabad Region,Khammam Division,Battulapalli B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.200012,80.549988
Telangana Circle,Hyderabad Region,Khammam Division,Kamepalli B.O,507122,BO,Delivery,KHAMMAM,TELANGANA,17.4827,80.30275
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Dahiya BO,851120,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Aijani BO,848204,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Bishanpur Ahok BO,851204,BO,Delivery,BEGUSARAI,BIHAR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Ballia Bazar BO,851211,BO,Delivery,BEGUSARAI,BIHAR,25.4821051,86.2975149
Bihar Circle,"East Region, Bhagalpur",Saharsa Division,KAMALPUR,847451,BO,Delivery,SUPAUL,BIHAR,26.2899113,86.8220341
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Agapur BO,851128,BO,Delivery,BEGUSARAI,BIHAR,25.416675,86.129379
Telangana Circle,Hyderabad City Region,Medak Division,Venkatapur BO,502114,BO,Delivery,SIDDIPET,TELANGANA,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Andaluru B.O,534238,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.605931,81.621318
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Nelapogula B.O,534240,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.611914,81.661038
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Jakkaram B.O,534206,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.540798,81.456737
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Kumudavalli B.O,534210,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.571747,81.534958
Madhya Pradesh Circle,Jabalpur Region,Chhatarpur Division,Kudar B.O,472445,BO,Delivery,Niwari,MADHYA PRADESH,24.7931,80.1856
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Jhiktia BO,851213,BO,Delivery,KHAGARIA,BIHAR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Babu Bagicha BO,851214,BO,Delivery,KHAGARIA,BIHAR,25.511152,86.476908
Bihar Circle,"East Region, Bhagalpur",Begusarai Division,Kaithi BO,851201,BO,Delivery,KHAGARIA,BIHAR,25.511152,86.476908
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gangampalli B.O,515231,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.04,77.81
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Guddadahalli B.O,515271,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.975403,77.104403
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Duddebanda B.O,515164,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.0798861,77.6022051
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Sasanakota B.O,515212,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.828926,77.493284
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Cherlokodigepalli B.O,515303,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.9402898,77.2717067
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kassamudram B.O,515556,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.91,78.08
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Apprascheruvu B.O,515661,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.48,77.8
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Badannapalli B.O,515672,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.42,77.72
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gutibailu B.O,515521,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.03,78.33
Assam Circle,DivReportingCircle,Goalpara Division,Hatsingimari  S.O,783135,PO,Non Delivery,SOUTH SALMARA MANCACHAR,ASSAM,25.431379,89.54179
Jharkhand Circle,NA,Dhanbad Division,NDC B.S.CITY,827016,PO,Delivery,BOKARO,JHARKHAND,23.6575,86.1392
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Kowlepalli B.O,515591,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.09,78.17
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chennamanayani Kota B.O,515641,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.42,77.57
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nawabkota B.O,515531,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.1113,77.9219
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chippalamadugu B.O,515541,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.1996,77.801
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Uppalapadu B.O,515511,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.348,77.995
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Ubicherla B.O,515551,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,13.986,78.185
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Gasikavaripalli B.O,515154,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.1998,77.8012
Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Chinnarayanipalli B.O,515501,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.233,78.094
